Office_ID,SOL_ID_BO_ID,Month_Year,Name,SO Name,MIS,PPFGP,SSA,RD,SBBAS,SBSGP,SCSS,TD,PRFTS,KVN,NSC8,MSSC
,J7241,Apr-26,Akbarpur BO,Nangal Chaudhry SO,,,,19,,,,3,,,,
,J2213,Apr-26,Akoda BO,Mohindergarh SO,,,,,,1,,,,,,
,F8278,Apr-26,Arya Nagar BO,Badhara SO,,,1,,,1,,,,,,
,H9247,Apr-26,Atela Khurd BO,Birhi Kalan SO,,,6,1,,1,,5,,,,
,H3219,Apr-26,Aun BO,Jhojhu SO,,,1,,,1,,,,,,
,D8690,Apr-26,Aun BO,Baund SO,,,1,2,,2,,1,,,,
,F4595,Apr-26,Azamabad Mukhota BO,Narnaul HO,,,,6,,,,,,,,
,L9936,Apr-26,Bachhod BO,Mandi Ateli SO,,,1,,,2,,8,,,,
,G2046,Apr-26,Badesera BO,Tigrana SO,,,1,,,,,,,,,
,12730801,Apr-26,Badhara SO,,5,,5,31,,7,3,7,,,3,
,H3220,Apr-26,Badhawana BO,Jhojhu SO,,,2,,,1,,1,,,,
,G6832,Apr-26,Badrai BO,Nihalgard PO,,,,1,,,,3,,,,
,G6902,Apr-26,Baghot BO,Kanina SO,,,1,,,2,,,,,,
,F6455,Apr-26,Bairawas BO,Nangal Sirohi SO,,,1,2,,2,,9,,,,
,F0143,Apr-26,Bajina BO,Bapora SO,,,2,,,,,,,,,
,L4326,Apr-26,Baliali BO,Bawani Khera SO,,,1,2,,11,,1,,,,
,12711101,Apr-26,Bapora SO,,19,2,11,12,,19,,30,,,1,
,H0360,Apr-26,Barda BO,Satnali SO,,,,,,2,,3,,,,
,L4375,Apr-26,Bardu Chaina BO,Loharu SO,,,,,,2,,1,,,,
,G3093,Apr-26,Barkoda BO,Narnaul HO,,,,8,,,,,,,,
,H9249,Apr-26,Barsana BO,Birhi Kalan SO,,,1,1,,2,,4,,,,
,12704501,Apr-26,Barwa SO,,,,17,31,,11,,23,,1,,
,L4376,Apr-26,Barwas BO,Loharu SO,,,,,,,,10,,,,
,J2214,Apr-26,Basai BO,Mohindergarh SO,,,,1,,,,,,,,
,C1131,Apr-26,Bashirpur BO,Narnaul HO,,,1,1,,1,,1,,,,
,12702501,Apr-26,Baund SO,,5,1,9,13,,11,3,33,,,2,
,J2215,Apr-26,Bawana BO,Mohindergarh SO,,,1,2,,4,,3,,,,
,12703201,Apr-26,Bawani Khera SO,,2,2,7,43,,36,11,58,,3,11,
,12303401,Apr-26,Bawania SO,,6,,3,32,,8,1,17,,1,4,
,L9938,Apr-26,Behali BO,Mandi Ateli SO,,,1,1,,,,,,,,
,12702801,Apr-26,Behl SO,,1,,7,15,,7,,18,,4,,
,J2216,Apr-26,Beri BO,Mohindergarh SO,,,,,,,,1,,,,
,F8279,Apr-26,Berla BO,Nihalgard PO,,,1,1,,1,,,,,,
,L9939,Apr-26,Bewal BO,Mandi Ateli SO,,,1,,,1,,1,,,,
,A7531,Apr-26,Bhagesari BO,Achina SO,,,,1,,2,,,,,,
,C4405,Apr-26,Bhagwi BO,Achina SO,,,1,2,,1,,,,,,
,E9937,Apr-26,Bharaf BO,Kanina SO,,,,,,,,1,,,,
,N9285,Apr-26,Bhariwas BO,Rodhan SO,,,,,,,,3,,,,
,N9286,Apr-26,Bhera BO,Rodhan SO,,,2,1,,2,,2,,,,
,12702100,Apr-26,Bhiwani HO,,49,6,34,220,,124,25,632,,22,82,
,L9941,Apr-26,Bhocharia BO,Mandi Ateli SO,,,1,1,,2,,2,,,,
,I2952,Apr-26,Bhojawas BO,Bawania SO,,,,1,,2,,,,,,
,I2953,Apr-26,Bhucholi BO,Bawania SO,,,1,1,,1,,6,,,,
,J7243,Apr-26,Bhungerka BO,Nangal Chaudhry SO,,,,,,,,21,,,,
,G4111,Apr-26,Bhurtana BO,Jamalpur SO Bhiwani,,,2,,,1,,,,,,
,N9287,Apr-26,Bhushan BO,Rodhan SO,,,4,,,1,,,,,,
,C9447,Apr-26,Bhushan Kalan BO,Narnaul HO,,,1,3,,3,,2,,,,
,J2201,Apr-26,Bidhwan BO,Siwani SO,,,4,,,1,,4,,,,
,E1022,Apr-26,Bigowa BO,Achina SO,,,1,,,3,,27,,,,
,G7110,Apr-26,Biran BO,Bapora SO,,,2,,,1,,2,,,,
,12702601,Apr-26,Birhi Kalan SO,,2,2,4,7,,4,,5,,,,
,12702101,Apr-26,Birla Colony Bhiwani SO,,,1,5,18,,18,3,14,,2,1,
,L4377,Apr-26,Bisalwas BO,Loharu SO,,,1,,,2,,1,,,,
,12702102,Apr-26,Bseh Bhiwani SO,,,,4,1,,4,,,,,,
,J2217,Apr-26,Buddin BO,Mohindergarh SO,,,,1,,,,,,,,
,J7244,Apr-26,Budhwal BO,Nangal Chaudhry SO,,,1,,,,,,,,,
,12702103,Apr-26,Bus Stand Bhiwani SO,,,1,3,22,,8,,23,,,2,
,12303101,Apr-26,Central University Haryana Mohindergarh SO,,,1,3,4,,3,,,,,,
,L4380,Apr-26,Chahar Khurd BO,Loharu SO,,,1,,,3,,1,,,,
,F3604,Apr-26,Chandawas BO,Kairu SO,,,1,1,,,,,,,,
,H3221,Apr-26,Chandeni BO,Jhojhu SO,,,1,3,,5,,1,,,,
,C4847,Apr-26,Chandwas BO,Nihalgard PO,,,2,3,,2,,3,,,,
,C4009,Apr-26,Chang Road BO,Chiriya SO,,,,,,1,,3,,,,
,12702701,Apr-26,Chang SO,,2,,7,10,,17,,40,,1,,
,H9250,Apr-26,Chappar BO,Birhi Kalan SO,,,1,,,2,,1,,,,
,12730601,Apr-26,Charkhi  Dadri Hsgii SO,,27,4,15,128,,60,12,95,,6,33,
,B2732,Apr-26,Charkhi BO,Charkhi  Dadri Hsgii SO,,,,,,2,,3,,,,
,12730602,Apr-26,Charkhi Dadri City SO,,9,,8,114,,49,2,72,,1,14,
,F4596,Apr-26,Chillro BO,Narnaul HO,,,1,,,,,20,,,,
,12702201,Apr-26,Chiriya SO,,,3,6,2,,12,,15,,,1,
,D3242,Apr-26,Chitrauli BO,Kanina SO,,,1,,,,,,,,,
,E0830,Apr-26,Dadam BO,Tosham SO,,,,,,8,,1,,,,
,E9884,Apr-26,Dagroli BO,Nihalgard PO,,,3,4,,2,,,,,,
,H0361,Apr-26,Dalanwas BO,Satnali SO,,,1,,,,,,,,,
,F8280,Apr-26,Dalawas BO,Badhara SO,,,,,,1,,1,,,,
,D3474,Apr-26,Dang BO,Bapora SO,,,2,,,1,,,,,,
,D1373,Apr-26,Daroli Ahir BO,Nangal Sirohi SO,,,1,,,1,,2,,,,
,C4192,Apr-26,Daryapur BO,Tosham SO,,,1,1,,1,,,,,,
,C0229,Apr-26,Devrala BO,Kairu SO,,,4,1,,3,,,,,,
,B6663,Apr-26,Devsar BO,Bapora SO,,,5,,,7,,,,,,
,I2954,Apr-26,Dewas BO,Bawania SO,,,3,2,,5,,11,,,,
,J3500,Apr-26,Dhabdhani BO,Jui Khurd SO,,,,2,,2,,2,,,,
,H3222,Apr-26,Dhadhi Adampur BO,Jhojhu SO,,,1,,,,,,,,,
,A4270,Apr-26,Dhadhi Mandola BO,Charkhi  Dadri Hsgii SO,,,1,,,1,,1,,,,
,J2219,Apr-26,Dhadhot BO,Mohindergarh SO,,,,,,,,1,,,,
,I2955,Apr-26,Dhana BO,Bawania SO,,,2,1,,1,,4,,,,
,E1757,Apr-26,Dhana Ladan Pur BO,Neemariwali PO,,,3,,,2,,5,,,,
,D3243,Apr-26,Dhanaunda BO,Kanina SO,,,6,1,,,,2,,,,
,B5738,Apr-26,Dhani Mahu BO,Tosham SO,,,5,,,1,,,,,,
,J2202,Apr-26,Dhani Miran BO,Siwani SO,,,,,,2,,,,,,
,C1168,Apr-26,Dhani Phogat BO,Charkhi  Dadri Hsgii SO,,,,,,,,1,,,,
,A4231,Apr-26,Dhanota BO,Narnaul HO,,,2,,,,,,,,,
,J3463,Apr-26,Dhareru BO,Manheru SO,,,,,,1,,,,,,
,F4597,Apr-26,Dharson BO,Narnaul HO,,,2,21,,1,,,,,,
,G7111,Apr-26,Dhirana BO,Neemariwali PO,,,,,,1,,,,,,
,J7245,Apr-26,Dholera BO,Nangal Chaudhry SO,,,,,,3,,2,,,,
,E6243,Apr-26,Dhor Kalan BO,Narnaul HO,,,1,,,3,,2,,,,
,H0362,Apr-26,Digrota BO,Satnali SO,,,1,,,1,,,,,,
,E1758,Apr-26,Dinod BO,Bapora SO,,,2,,,3,,3,,,,
,G3094,Apr-26,Dochana BO,Narnaul HO,,,2,2,,1,,,,,,
,H9251,Apr-26,Dohka Harya BO,Birhi Kalan SO,,,3,,,2,,,,,,
,L9942,Apr-26,Dongra Ahir BO,Mandi Ateli SO,,,3,,,4,,10,,,,
,G3095,Apr-26,Dublana BO,Narnaul HO,,,1,7,,1,,1,,,,
,B5570,Apr-26,Dudhwa BO,Chiriya SO,,,2,,,8,,8,,,,
,J2220,Apr-26,Dulana BO,Mohindergarh SO,,,,3,,,,1,,,,
,L9943,Apr-26,Dulat Jat BO,Mandi Ateli SO,,,,16,,2,,,,,,
,B5739,Apr-26,Dulheri BO,Tosham SO,,,2,2,,1,,8,,,,
,L4328,Apr-26,Durjanpur BO,Bawani Khera SO,,,1,9,,,,,,,,
,J3464,Apr-26,Fatehgarh Haryana BO,Manheru SO,,,4,,,1,,2,,,,
,J2203,Apr-26,Gainadawas BO,Siwani SO,,,1,,,2,,,,,,
,L9944,Apr-26,Ganiar BO,Mandi Ateli SO,,,,4,,2,,1,,,,
,G6216,Apr-26,Garanpura Kalan BO,Tosham SO,,,7,1,,2,,,,,,
,L9945,Apr-26,Garhi BO,Mandi Ateli SO,,,,,,,,1,,,,
,J2204,Apr-26,Ghanghala BO,Siwani SO,,,3,,,,,,,,,
,G3118,Apr-26,Ghasola BO,Charkhi  Dadri Hsgii SO,,,3,7,,,,,,,,
,L4384,Apr-26,Gignow BO,Loharu SO,,,1,6,,,,,,,,
,L9946,Apr-26,Gokalpur BO,Mandi Ateli SO,,,1,2,,1,,3,,,,
,J3501,Apr-26,Golagarh BO,Jui Khurd SO,,,2,,,1,,,,,,
,J7246,Apr-26,Golwa BO,Nangal Chaudhry SO,,,1,10,,1,,40,,,,
,A7954,Apr-26,Gopi BO,Badhara SO,,,,,,,,1,,,,
,H3223,Apr-26,Gudana Kalan BO,Jhojhu SO,,,,,,1,,1,,,,
,L9947,Apr-26,Gujarwas BO,Mandi Ateli SO,,,,1,,1,,,,,,
,A3298,Apr-26,Gujrani BO,Tigrana SO,,,4,,,,,,,,,
,J2205,Apr-26,Gurera BO,Siwani SO,,,2,1,,,,,,,,
,E9938,Apr-26,Gurha BO,Kanina SO,,,,,,6,,5,,,,
,12702104,Apr-26,Halu Bajar Bhiwani SO,,8,2,10,95,,27,8,193,,6,10,
,G7112,Apr-26,Haluwas BO,Neemariwali PO,,,3,7,,2,,6,,,,
,C9448,Apr-26,Hamidpur BO,Narnaul HO,,,,,,1,,1,,,,
,A7955,Apr-26,Harodi BO,Nihalgard PO,,,2,,,2,,1,,,,
,D6983,Apr-26,Hetampura BO,Kairu SO,,,,1,,1,,1,,,,
,F4598,Apr-26,Hudina BO,Narnaul HO,,,2,5,,5,,13,,,,
,C9481,Apr-26,Imlota BO,Charkhi  Dadri Hsgii SO,,,2,3,,1,,1,,,,
,N9288,Apr-26,Isharwal BO,Rodhan SO,,,2,,,,,,,,,
,12702105,Apr-26,Jalan Hospital Bhiwani SO,,4,,8,24,,11,2,52,,,2,
,12703501,Apr-26,Jamalpur SO Bhiwani,Jamalpur SO Bhiwani,,1,6,7,,14,,3,,1,5,
,12730603,Apr-26,Janta College Charkhi Dadri SO,,14,6,,94,,30,6,71,,2,7,
,H0363,Apr-26,Jarwa BO,Satnali SO,,,2,,,1,,,,,,
,J7454,Apr-26,Jatai BO,Mundhal Khurd SO,,,2,,,,,,,,,
,H3224,Apr-26,Jawa BO,Jhojhu SO,,,2,7,,4,,3,,,,
,F8281,Apr-26,Jewali BO,Nihalgard PO,,,1,1,,,,,,,,
,I2956,Apr-26,Jhagroli BO,Bawania SO,,,,2,,2,,3,,,,
,L4385,Apr-26,Jhanjra Sheoran BO,Loharu SO,,,1,2,,,,,,,,
,F7828,Apr-26,Jhijhar BO,Achina SO,,,1,,,1,,,,,,
,12731001,Apr-26,Jhojhu SO,,11,,2,28,,11,1,53,,1,10,
,J2222,Apr-26,Jhook BO,Mohindergarh SO,,,1,,,,,,,,,
,N9289,Apr-26,Jhully BO,Rodhan SO,,,1,,,,,,,,,
,12703001,Apr-26,Jui Khurd SO,,,2,5,24,,10,,28,,,1,
,D3181,Apr-26,Kadma BO,Nihalgard PO,,,1,2,,,,,,,,
,J3465,Apr-26,Kaila BO,Manheru SO,,,2,5,,1,,,,,,
,12702901,Apr-26,Kairu SO,,1,,9,4,,8,,4,,,1,
,C4905,Apr-26,Kakrola BO,Kanina SO,,,1,,,1,,1,,,,
,G6833,Apr-26,Kakroli Sardara BO,Badhara SO,,,1,2,,,,1,,,,
,J7390,Apr-26,Kalinga BO,Kharak Kalan SO,,,11,1,,1,,,,,,
,J2207,Apr-26,Kalod BO,Siwani SO,,,1,1,,1,,1,,,,
,B2733,Apr-26,Kalyana BO,Charkhi  Dadri Hsgii SO,,,6,1,,3,,,,,,
,E6244,Apr-26,Kamania BO,Narnaul HO,,,,7,,,,,,,,
,A8023,Apr-26,Kanina Mandi BO,Kanina SO,,,,,,,,3,,,,
,12302701,Apr-26,Kanina SO,,9,1,9,183,,71,10,148,,12,19,
,L9948,Apr-26,Kanti BO,Mandi Ateli SO,,,1,,,2,,,,,,
,L9949,Apr-26,Kanti Kheri BO,Mandi Ateli SO,,,,1,,,,1,,,,
,F4599,Apr-26,Kanwi BO,Narnaul HO,,,,10,,,,1,,,,
,F8282,Apr-26,Kari Dharani BO,Badhara SO,,,,3,,,,1,,,,
,G6834,Apr-26,Kario Baniawalij BO,Badhara SO,,,1,,,,,1,,,,
,B2700,Apr-26,Karota BO,Narnaul HO,,,2,4,,1,,,,,,
,J3466,Apr-26,Kaunt BO,Manheru SO,,,3,,,,,,,,,
,A7314,Apr-26,Khanak BO,Tosham SO,,,5,1,,,,,,,,
,12711401,Apr-26,Kharak Kalan SO,,3,3,8,8,,12,1,29,,,3,
,L4386,Apr-26,Kharkari BO,Loharu SO,,,,,,2,,1,,,,
,C4193,Apr-26,Kharkhari Sohan BO,Tosham SO,,,1,,,2,,1,,,,
,J2208,Apr-26,Khera BO,Siwani SO,,,2,2,,3,,,,,,
,E1552,Apr-26,Kheri BO,Kanina SO,,,3,,,3,,2,,,,
,D7910,Apr-26,Kheri Bura BO,Charkhi  Dadri Hsgii SO,,,1,,,,,,,,,
,J2224,Apr-26,Khudana BO,Mohindergarh SO,,,1,,,,,,,,,
,E7195,Apr-26,Kirawar BO,Jamalpur SO Bhiwani,,,1,,,,,,,,,
,J3467,Apr-26,Kitlana BO,Neemariwali PO,,,,,,,,1,,,,
,G7113,Apr-26,Kohar BO,Bapora SO,,,1,,,2,,,,,,
,D7884,Apr-26,Koriawas BO,Narnaul HO,,,9,,,2,,2,,,,
,F8349,Apr-26,Kotia BO,Kanina SO,,,1,,,2,,1,,,,
,C9449,Apr-26,Krishan Nagar BO,Narnaul HO,,,2,,,1,,11,,,,
,F4600,Apr-26,Kultazpur BO,Narnaul HO,,,1,2,,4,,9,,,,
,J7455,Apr-26,Kungar BO,Mundhal Khurd SO,,,3,,,1,,1,,,,
,L4387,Apr-26,Kural BO,Loharu SO,,,,,,1,,1,,,,
,J2225,Apr-26,Kurawata BO,Mohindergarh SO,,,,,,1,,,,,,
,C8494,Apr-26,Kusumbhi BO,Kairu SO,,,,,,3,,1,,,,
,G6835,Apr-26,Lad BO,Badhara SO,,,,,,1,,,,,,
,J2226,Apr-26,Lawan BO,Mohindergarh SO,,,4,,,2,,8,,,,
,C8495,Apr-26,Leghan BO,Kairu SO,,,6,,,,,1,,,,
,J2209,Apr-26,Lilas BO,Siwani SO,,,1,,,,,,,,,
,E5319,Apr-26,Lohani BO,Kairu SO,,,4,4,,2,,,,,,
,12702106,Apr-26,Lohar Bazar SO,,1,,2,35,,10,2,52,,1,4,
,L4329,Apr-26,Lohari Jatu BO,Bawani Khera SO,,,2,3,,2,,,,,,
,12720101,Apr-26,Loharu SO,,7,1,12,45,,17,2,17,,3,2,
,B5940,Apr-26,Loharwara BO,Achina SO,,,1,,,,,,,,,
,B2701,Apr-26,Madhana Kalan BO,Narnaul HO,,,,5,,2,,,,,,
,H0364,Apr-26,Madhogarh BO,Satnali SO,,,2,1,,3,,,,,,
,B5571,Apr-26,Makrana BO,Chiriya SO,,,,,,,,1,,,,
,L4330,Apr-26,Mandhana BO,Bawani Khera SO,,,1,1,,,,,,,,
,G6836,Apr-26,Mandhi Harya BO,Nihalgard PO,,,2,1,,,,1,,,,
,N9291,Apr-26,Mandholi Kalan BO,Rodhan SO,,,,,,2,,,,,,
,J2210,Apr-26,Mandholi Khurd BO,Siwani SO,,,,1,,4,,,,,,
,12302101,Apr-26,Mandi Ateli SO,,10,1,15,106,,40,6,172,,7,20,
,D7885,Apr-26,Mandi BO,Narnaul HO,,,1,25,,2,,,,,,
,J2227,Apr-26,Mandola BO,Mohindergarh SO,,,2,,,13,,4,,,,
,12730901,Apr-26,Manheru SO,Manheru SO,4,2,2,8,,9,,4,,,1,
,E6273,Apr-26,Mankawas BO,Charkhi  Dadri Hsgii SO,,,,1,,1,,,,,,
,F3605,Apr-26,Mansarbass BO,Kairu SO,,,,1,,4,,4,,,,
,G8996,Apr-26,Matani BO,Behl SO,,,,,,1,,,,,,
,E0620,Apr-26,Mauri BO,Chiriya SO,,,2,,,,,3,,,,
,H9252,Apr-26,Mehera BO,Birhi Kalan SO,,,,2,,2,,5,,,,
,L4331,Apr-26,Milkpur BO,Bawani Khera SO,,,2,,,3,,13,,,,
,12702107,Apr-26,Mini Sect Bhiwani SO,,2,,3,16,,7,2,30,,,5,
,12300101,Apr-26,Mini SecttNarnaul SO,,2,,,17,,3,,14,,,2,
,J2211,Apr-26,Miran BO,Siwani SO,,,1,2,,1,,1,,,,
,G1000,Apr-26,Misri BO,Sanwar SO Bhiwani,,,,,,1,,,,,,
,E5320,Apr-26,Mitathal BO,Tigrana SO,,,2,2,,7,,2,,,,
,G8997,Apr-26,Mithi BO,Behl SO,,,1,,,,,,,,,
,12302901,Apr-26,Mohindergarh SO,,16,5,15,182,,62,7,77,,8,23,
,G8998,Apr-26,Morka BO,Behl SO,,,,,,2,,1,,,,
,B5941,Apr-26,Morwala BO,Achina SO,,,2,,,1,,,,,,
,12704101,Apr-26,Mundhal Khurd SO,,1,,2,13,,12,,21,,,,
,J7247,Apr-26,Nagal Nunia BO,Nangal Chaudhry SO,,,1,6,,1,,,,,,
,L4388,Apr-26,Nakipur BO,Loharu SO,,,1,,,,,,,,,
,J2212,Apr-26,Naloi BO,Siwani SO,,,,1,,,,,,,,
,F0144,Apr-26,Nandgaon BO,Neemariwali PO,,,,,,,,3,,,,
,12302301,Apr-26,Nangal Chaudhry SO,,3,4,7,62,,41,4,47,,2,23,
,J7248,Apr-26,Nangal Dargu BO,Nangal Chaudhry SO,,,1,1,,1,,,,,,
,B2702,Apr-26,Nangal Katha BO,Narnaul HO,,,1,2,,1,,4,,,,
,12302801,Apr-26,Nangal Sirohi SO,,,,5,38,,12,,38,,1,6,
,H0365,Apr-26,Nangalmala BO,Satnali SO,,,,1,,,,,,,,
,12300102,Apr-26,Narnaul City SO,,8,,4,98,,28,11,148,,3,23,
,12300100,Apr-26,Narnaul HO,,25,3,25,299,,82,17,348,,16,53,
,12300103,Apr-26,Narnaul Kty SO,,,4,,39,,9,2,16,,1,6,
,H3225,Apr-26,Naurangabass Jattan BO,Jhojhu SO,,,,1,,,,,,,,
,E9939,Apr-26,Nautana BO,Kanina SO,,,,,,2,,,,,,
,H0366,Apr-26,Nawan BO,Satnali SO,,,,,,1,,2,,,,
,12731101,Apr-26,Neemariwali PO,Neemariwali PO,,,4,0,,1,,1,,,,
,G3119,Apr-26,Neemli BO,Charkhi  Dadri Hsgii SO,,,4,4,,1,,,,,,
,G3096,Apr-26,Neerpur BO,Narnaul HO,,,1,10,,1,,,,,,
,J7249,Apr-26,Niamatpur BO,Nangal Chaudhry SO,,,,10,,,,,,,,
,F6456,Apr-26,Nihalawas BO,Nangal Sirohi SO,,,4,1,,2,,,,,,
,12731201,Apr-26,Nihalgard PO,,3,1,0,2,,3,,4,,,1,
,F4601,Apr-26,Nizampur RS BO,Narnaul HO,,,1,6,,1,,,,,,
,G9000,Apr-26,Obra BO,Behl SO,,,5,1,,1,,,,,,
,D7911,Apr-26,Paitawas Kalan BO,Charkhi  Dadri Hsgii SO,,,1,,,,,,,,,
,AK111,Apr-26,Paju BO,Loharu SO,,,,10,,,,1,,,,
,H3226,Apr-26,Palari BO,Jhojhu SO,,,,2,,2,,8,,,,
,J2229,Apr-26,Pali BO,Mohindergarh SO,,,,,,1,,,,,,
,J2230,Apr-26,Palri Panihara BO,Mohindergarh SO,,,1,,,2,,,,,,
,B1793,Apr-26,Paluwas BO,Tigrana SO,,,2,5,,,,,,,,
,E7196,Apr-26,Paposa BO,Jamalpur SO Bhiwani,,,1,1,,,,,,,,
,L4389,Apr-26,Parvezpur BO,Loharu SO,,,3,,,3,,,,,,
,I2957,Apr-26,Pathera BO,Bawania SO,,,1,1,,4,,4,,,,
,G9001,Apr-26,Patwan BO,Behl SO,,,1,,,2,,3,,,,
,H3227,Apr-26,Pichopa Kalan BO,Jhojhu SO,,,4,1,,1,,1,,,,
,J3503,Apr-26,Pohkarwas BO,Jui Khurd SO,,,,2,,2,,1,,,,
,F8350,Apr-26,Pota BO,Kanina SO,,,,,,2,,,,,,
,C0231,Apr-26,Premnagar BO,Tigrana SO,,,1,,,,,1,,,,
,L4332,Apr-26,Pur BO,Bawani Khera SO,,,2,1,,2,,2,,,,
,F4602,Apr-26,Raghunathpura BO,Narnaul HO,,,1,1,,3,,13,,,,
,B6664,Apr-26,Rajgarh BO,Neemariwali PO,,,,1,,,,2,,,,
,B6462,Apr-26,Rambas BO,Kanina SO,,,,1,,1,,,,,,
,H3228,Apr-26,Rambass BO,Nihalgard PO,,,1,1,,1,,5,,,,
,E4234,Apr-26,Ranila BO,Sanwar SO Bhiwani,,,4,2,,5,,1,,,,
,H9253,Apr-26,Rasiwas BO,Birhi Kalan SO,,,,,,2,,1,,,,
,A8024,Apr-26,Rasoolpur BO,Kanina SO,,,2,,,2,,,,,,
,G4112,Apr-26,Ratera BO,Jamalpur SO Bhiwani,,,,,,1,,,,,,
,L9950,Apr-26,Rattan Kalan BO,Mandi Ateli SO,,,1,3,,1,,1,,,,
,F4633,Apr-26,Rawaldhi BO,Charkhi  Dadri Hsgii SO,,,1,2,,4,,6,,,,
,J9572,Apr-26,Rewari Khera BO,Chang SO,,,1,26,,2,,1,,,,
,C4194,Apr-26,Riwasa BO,Tosham SO,,,,,,1,,,,,,
,12704301,Apr-26,Rodhan SO,,,,3,0,,5,,22,,1,1,
,B6665,Apr-26,Roopgarh BO,Neemariwali PO,,,,,,1,,,,,,
,C4195,Apr-26,Sagban BO,Tosham SO,,,2,,,,,,,,,
,J9573,Apr-26,Sai BO,Chang SO,,,7,21,,1,,1,,,,
,B2734,Apr-26,Samaspur BO,Charkhi  Dadri Hsgii SO,,,1,4,,,,,,,,
,N9292,Apr-26,Sandawa BO,Rodhan SO,,,2,,,2,,,,,,
,B9153,Apr-26,Sanjarwas BO,Sanwar SO Bhiwani,,,,,,2,,,,,,
,F2537,Apr-26,Sankror BO,Sanwar SO Bhiwani,,,,,,4,,1,,,,
,12704201,Apr-26,Sanwar SO Bhiwani,,1,2,7,4,,9,,9,,,,
,L9951,Apr-26,Sarai Bahadur BO,Mandi Ateli SO,,,,10,,,,,,,,
,AK762,Apr-26,Sarangpur B.O,Birhi Kalan SO,,,2,1,,2,,1,,,,
,J7250,Apr-26,Sareli BO,Nangal Chaudhry SO,,,,4,,2,,6,,,,
,F4634,Apr-26,Sarupgarh BO,Charkhi  Dadri Hsgii SO,,,1,2,,1,,1,,,,
,12302401,Apr-26,Satnali SO,,6,1,4,41,,17,3,19,,1,9,
,L4390,Apr-26,Sehar BO,Loharu SO,,,2,,,3,,,,,,
,E9940,Apr-26,Sehlang BO,Kanina SO,,,,,,2,,,,,,
,G5053,Apr-26,Sehma BO,Nangal Sirohi SO,,,1,,,3,,7,,,,
,G9002,Apr-26,Serla BO,Behl SO,,,1,,,2,,3,,,,
,H0368,Apr-26,Shyampura BO,Satnali SO,,,1,1,,,,,,,,
,F8351,Apr-26,Siana BO,Kanina SO,,,3,,,2,,,,,,
,G9003,Apr-26,Sidhanwa BO,Behl SO,,,,1,,,,,,,,
,G6903,Apr-26,Sihore BO,Kanina SO,,,1,,,,,,,,,
,L4391,Apr-26,Singhani BO,Loharu SO,,,2,,,1,,,,,,
,J7251,Apr-26,Sirohi Behali BO,Nangal Chaudhry SO,,,1,,,1,,4,,,,
,H9254,Apr-26,Siswala BO,Birhi Kalan SO,,,1,,,1,,2,,,,
,J7456,Apr-26,Siwana BO,Mundhal Khurd SO,,,1,,,,,,,,,
,12704601,Apr-26,Siwani SO,,,1,13,28,,26,,59,,2,14,
,L4333,Apr-26,Siwara BO,Bawani Khera SO,,,2,1,,,,,,,,
,L4392,Apr-26,Sohansara BO,Loharu SO,,,2,,,1,,2,,,,
,B1794,Apr-26,Sui BO,Tigrana SO,,,,,,1,,1,,,,
,I2958,Apr-26,Sundrah BO,Bawania SO,,,,2,,1,,5,,,,
,F3606,Apr-26,Sungarpur BO,Kairu SO,,,1,,,1,,,,,,
,H0369,Apr-26,Sureti Kalan BO,Satnali SO,,,1,,,,,1,,,,
,AU194,Apr-26,SURJANWAS,Bawania SO,,,,1,,,,,,,,
,J7457,Apr-26,Talu BO,Mundhal Khurd SO,,,1,,,,,,,,,
,J7252,Apr-26,Thanwas BO,Nangal Chaudhry SO,,,3,,,,,,,,,
,12703101,Apr-26,Tigrana SO,,2,,6,15,,13,,7,,3,1,
,H9255,Apr-26,Tiwala BO,Birhi Kalan SO,,,,5,,,,1,,,,
,12704001,Apr-26,Tosham SO,,1,2,10,19,,38,3,33,,1,5,
,J3504,Apr-26,Umarwas BO,Jui Khurd SO,,,1,1,,1,,,,,,
,L6408,Apr-26,Agon BO,Ferozepur Jhirka SO,,,3,2,,,,,,,,
,E7826,Apr-26,Aharwan BO,Palwal SO,,,2,1,,2,,,,,,
,J6609,Apr-26,Akhera BO,Nuh SO,,,1,5,,7,,1,,,,
,E7827,Apr-26,Alawalpur BO,Palwal SO,,,6,,,2,,,,,,
,J7232,Apr-26,Ali Meo BO,Hodal SO,,,,14,,1,,,,,,
,J6124,Apr-26,Alipur BO,Tigaon SO,,,2,29,,3,,,,,,
,12100301,Apr-26,Amarnagar SO Faridabad,,15,3,18,22,,27,10,21,,4,16,
,A5004,Apr-26,Amarpur BO,Ballabgarh SO,,,3,7,,,,,,,,
,C2803,Apr-26,Amroli BO,Palwal SO,,,2,,,,,,,,,
,J7233,Apr-26,Andhop BO,Hodal SO,,,2,3,,3,,,,,,
,D1119,Apr-26,Asaota BO,Palwal SO,,,1,,,1,,,,,,
,B3472,Apr-26,Atali BO,Ballabgarh SO,,,2,1,,,,,,,,
,12110501,Apr-26,Aurangabad SO Faridabad,,,,6,4,,5,,4,,,1,
,J6125,Apr-26,Badarpur Syed BO,Tigaon SO,,,,,,2,,4,,,,
,N8583,Apr-26,Baded BO,Punhana SO,,,1,1,,1,,,,,,
,N8584,Apr-26,Badli BO,Punhana SO,,,2,,,9,,,,,,
